"","Gender","Grade_of_Student","E_Cig_Ever_used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"8818","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8819","2","12th","No",NA,NA,"No","No","No","Yes","1",NA,NA,NA,"Yes","No","No","Agree","Never","Sometimes"
"8820","2","10th","Yes","20","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Strongly Agree","Never","Never"
"8821","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"8822","2","11th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree",NA,NA
"8823","2","11th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Never","Never"
"8824","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Rarely"
"8825","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"8826","1","11th","Yes","15","Last Month",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No","Yes","Agree","Rarely","Never"
"8827","2","10th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8828","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8829","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8830","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8831","1","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8832","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Most of the time","Rarely"
"8833","1","10th","Yes","3","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Disagree","Rarely","Rarely"
"8834","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Never","Rarely"
"8835","2","12th","Yes","0","Last Year",NA,NA,NA,"No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Disagree","Rarely","Rarely"
"8836","2","10th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"8837","1","12th","No",NA,NA,"Yes","Yes","Yes","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8838","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"8839","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"8840","2","10th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"8841","1","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8842","2","11th","Yes","5","Last 7 Days",NA,NA,NA,"No",NA,"No","No","No","Yes","No",NA,"Strongly Agree","Rarely","Rarely"
"8843","2","12th","Yes","0","Last 6 Months",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Strongly Agree","Never","Never"
"8844","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"8845","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"8846","1","11th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Never","Never"
"8847","2","11th","Yes","2","Last Month",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No","Yes","Agree","Never","Never"
"8848","2","12th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Agree","Rarely","Rarely"
"8849","2","12th","Yes","25","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","Yes","Strongly Agree","Rarely","Rarely"
"8850","1","10th","Yes","20","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Agree","Rarely","Never"
"8851","2","10th","Yes","4","Last Month",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No",NA,"Strongly Disagree","Rarely","Rarely"
"8852","1","11th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"8853","2","10th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"8854","1","10th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"No","Yes","Yes","Agree","Never","Never"
"8855","2","11th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Disagree","Never","Never"
"8856","2","10th","Yes","0","Last Year",NA,NA,NA,"No",NA,"Yes","No","No","Not Sure","No",NA,"Strongly Agree","Never","Rarely"
"8857","1","12th","Yes","1","Last Month",NA,NA,NA,"No",NA,"Yes","Yes","Yes","Yes","No","No","Strongly Agree","Rarely","Never"
"8858","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Never"
"8859","1","12th","Yes","1","Last Month",NA,NA,NA,"No",NA,"No","No","No","Yes","No",NA,"Agree","Never","Never"
"8860","2","12th","Yes","30","Today",NA,NA,NA,"Yes","1",NA,NA,NA,"Yes","Yes","Yes","Strongly Agree","Rarely","Rarely"
"8861","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"8862","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8863","M","6th","Yes","1","Last Month",NA,NA,NA,"No",NA,"No","No","No","Not Sure","No","Yes","Agree","Rarely","Never"
"8864","M","6th","No",NA,NA,"Yes","Yes","Yes","No",NA,"Yes","Yes","Yes","Not Sure",NA,NA,"Strongly Agree","Never","Always"
"8865","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Rarely"
"8866","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Most of the time"
"8867","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree","Never","I do not use the internet"
"8868","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8869","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Sometimes","Rarely"
"8870","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"8871","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"8872","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Never","Never"
"8873","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No",NA,"Yes",NA,NA,"Agree","Rarely","Rarely"
"8874","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"8875","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"8876","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Rarely"
"8877","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Strongly Agree","I do not use the internet","I do not use the internet"
"8878","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","I do not use the internet","I do not use the internet"
"8879","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"8880","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely",NA
"8881","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8882","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8883","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"8884","F","7th","Yes","2","Last Month",NA,NA,NA,"No",NA,"No","No","No","Yes","Yes","Yes",NA,"Rarely","Rarely"
"8885","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8886","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,NA,NA,NA
"8887","M","6th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8888","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8889","M","6th","No",NA,NA,"Yes","No","No","Yes",NA,NA,NA,NA,"Not Sure",NA,NA,"Agree",NA,NA
"8890","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8891","M","6th","Yes","1","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"No","No","No",NA,"I do not use the internet","Rarely"
"8892","M","6th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"No",NA,NA,"Strongly Agree","Rarely","Sometimes"
"8893","M","6th","Yes","0","Last Year",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Disagree","Rarely","Rarely"
"8894","M","6th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Never"
"8895","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Disagree","Never","Never"
"8896","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","No",NA,NA,"Agree","Sometimes","Rarely"
"8897","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Never"
"8898","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Sometimes","Rarely"
"8899","M","6th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"8900","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree",NA,NA
"8901","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Sometimes","Rarely"
"8902","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Sometimes"
"8903","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","I do not use the internet"
"8904","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"8905","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8906","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Always","Most of the time"
"8907","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Never"
"8908","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"8909","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Sometimes","Never"
"8910","M","6th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never",NA
"8911","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8912","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8913","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Most of the time","Sometimes"
"8914","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"8915","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"8916","F","7th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes","No",NA,"Agree","Sometimes","Sometimes"
"8917","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Disagree","Sometimes","Rarely"
"8918","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8919","F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8920","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"8921","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Rarely"
"8922","F","7th","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA
"8923","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Always","I do not use the internet"
"8924","F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8925","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"8926","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Most of the time"
"8927","F","7th","No",NA,NA,"Yes","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8928","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"8929","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never",NA
"8930","F","7th","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8931","F","7th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"Yes","No","No","Not Sure",NA,NA,"Disagree","I do not use the internet","Never"
"8932","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Rarely"
"8933","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Never"
"8934","F","7th","Yes","1","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Strongly Disagree","Most of the time","Rarely"
"8935","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"8936","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8937","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Never"
"8938","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Sometimes"
"8939","F","7th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Disagree","Most of the time","Sometimes"
"8940","F","7th","Yes","0","Last Year",NA,NA,NA,"No",NA,"Yes","No","No","No",NA,NA,"Agree","Never",NA
"8941","1","8th","Yes","0","Last Year",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"8942","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8943","1","8th","No",NA,NA,"Yes","No","No","No",NA,"Yes","Yes","No","Yes",NA,NA,"Disagree","Always","Rarely"
"8944","1","8th","Yes","30","Today",NA,NA,NA,"Yes","7",NA,NA,NA,"Yes","No","Yes","Disagree","Rarely","Never"
"8945","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"8946","2","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"8947","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Sometimes"
"8948","2","8th","Yes","1","Last Month",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No","No","Disagree","Rarely","Sometimes"
"8949","2","8th","No",NA,NA,"Yes","No","No","Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Never"
"8950","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"8951","2","8th","Yes","5","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"No","No","Yes","Agree","Sometimes","Sometimes"
"8952","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Rarely"
"8953","1","8th","Yes","30","Today",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","Yes","Yes","Strongly Disagree","Rarely","Never"
"8954","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"8955","1","8th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"8956","1","8th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Never"
"8957","2","8th","Yes","5","Last 7 Days",NA,NA,NA,"No",NA,"No","No","No","Yes","No","Yes","Disagree","Sometimes","Sometimes"
"8958","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Sometimes"
"8959","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8960","2","8th","No",NA,NA,"Yes","Yes","Yes","No",NA,"Yes","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"8961","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8962","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Sometimes","Rarely"
"8963","1","8th","No",NA,NA,"Yes","Yes","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Never"
"8964","2","8th","Yes","0","Last Year",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes",NA,NA,"Agree","Rarely","Never"
"8965","2","8th","No",NA,NA,"Yes","Yes","Yes","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Sometimes","Sometimes"
"8966","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Rarely"
"8967","1","8th","Yes","20","Last 7 Days",NA,NA,NA,"No",NA,"Yes","No","No","Yes","Yes","Yes","Agree","Rarely","Rarely"
"8968","1","8th","No",NA,NA,"Yes","No","Yes","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"8969","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Rarely"
"8970","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8971","2","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Rarely"
"8972","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Rarely","Never"
"8973","1","8th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8974","2","12th","No",NA,NA,"No","No","No","No",NA,"Yes","No","No","Not Sure",NA,NA,"Agree","Never","Never"
"8975","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Never"
"8976","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Sometimes","Rarely"
"8977","2","12th","No",NA,NA,"Yes","No","No","No",NA,"Yes","No","No","Yes",NA,NA,"Strongly Agree","Never","Never"
"8978","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Sometimes"
"8979","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","I do not use the internet","I do not use the internet"
"8980","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Rarely","Rarely"
"8981","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Rarely","Rarely"
"8982","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","I do not use the internet","Never"
"8983","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8984","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Sometimes","Sometimes"
"8985","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8986","2","12th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"No","No","No","Yes",NA,NA,"Agree","Never","Never"
"8987","2","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Agree","Never","Never"
"8988","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Rarely","Rarely"
"8989","2","12th","Yes","8","Last Month",NA,NA,NA,"Yes","5",NA,NA,NA,NA,"Yes","Yes","Agree","Rarely","Most of the time"
"8990","1","12th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Sometimes","Sometimes"
"8991","1","12th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"Yes","No","Yes","Yes",NA,NA,"Strongly Agree","I do not use the internet",NA
"8992","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Agree","Never","Rarely"
"8993","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Agree","Most of the time","Rarely"
"8994","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Yes",NA,NA,"Strongly Agree","Rarely","Never"
"8995","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Agree","Rarely","Rarely"
"8996","F","7th","Yes","13","Last Month",NA,NA,NA,"No",NA,"Yes","No","No","Yes","No","Yes",NA,NA,NA
"8997","F","7th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"No",NA,NA,"Agree","Rarely","Never"
"8998","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Agree","Rarely","Most of the time"
"8999","F","7th","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,"No","No","No",NA,NA,NA,"Agree","Rarely","Rarely"
"9000","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","No",NA,NA,"Strongly Disagree","Never",NA
"9001","F","7th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,"Not Sure",NA,NA,"Agree","Sometimes","Rarely"
"9002","F","7th","Yes","0","Last 6 Months",NA,NA,NA,"Yes","0",NA,NA,NA,"No",NA,NA,"Disagree","Never",NA
"9003","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No","Not Sure",NA,NA,"Strongly Disagree","Never","Rarely"
"9004","F","7th","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,"Yes","Yes","No","No",NA,NA,"Agree","Rarely","Rarely"
"9005","F","7th","No",NA,NA,"No","No","No","Yes","30",NA,NA,NA,"Not Sure","Yes","No","Disagree","Sometimes","Sometimes"
"9006","F","7th","Yes","17","Last 7 Days",NA,NA,NA,"Yes","0",NA,NA,NA,"Yes","No",NA,"Agree","Sometimes","Rarely"
"9007","F","7th","No",NA,NA,"No","No","No","No",NA,"No","No","No",NA,NA,NA,"Agree",NA,NA
