"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"1922","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1923","M","10th","No",NA,NA,"No","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1924","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"1925","M","10th","Yes","2","12",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"No","No",NA,"Yes","Never","Rarely"
"1926","F","10th","Yes","6","25",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Always","Rarely"
"1927","F","9th","No",NA,NA,"No","No","No","Yes","0",NA,NA,NA,NA,"Yes",NA,NA,"Yes","Never","Never"
"1928","F","10th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","No","Yes","No","No","Sometimes","Most of the time"
"1929","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Most of the time"
"1930","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1931","F","10th","No",NA,NA,"No","No","No","Yes","0","Last Year",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Sometimes"
"1932","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1933","F","10th","Yes","4","15",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No","No","Yes","Sometimes","Rarely"
"1934","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"1935","M","10th","Yes","2","5",NA,NA,NA,"No",NA,NA,"No","No","No","No","No","Yes","No","Never","Rarely"
"1936","M","11th","Yes","4","0",NA,NA,NA,"No",NA,NA,"No","No","Yes","No",NA,NA,"Yes","Sometimes","Rarely"
"1937","F","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"1938","M","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"1939","F","11th","Yes","6","25",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","Yes","No","Yes","Sometimes","Sometimes"
"1940","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Never"
"1941","M","11th","Yes","6","25",NA,NA,NA,"Yes","10",NA,NA,NA,NA,"Yes","No","No","No","Never","Never"
"1942","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1943","F","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1944","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Always"
"1945","M","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"1946","M","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","Yes","No","Yes",NA,NA,"Yes","Rarely","Never"
"1947","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"1948","M","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1949","F","11th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Always"
"1950","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"1951","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"1952","M","11th","No",NA,NA,"Yes","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Rarely"
"1953","M","11th","Yes","6","2",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Not sure","No","No","Yes","I do not use the internet","Never"
"1954","M","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"1955","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Sometimes"
"1956","M","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","Yes","No","Yes",NA,NA,"Yes","Rarely","Most of the time"
"1957","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"No","Never","Never"
"1958","F","12th","Yes","3","15",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","No","Yes","Yes","Rarely","Rarely"
"1959","F","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"1960","F","12th","Yes","2","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Rarely","Rarely"
"1961","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Always"
"1962","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Most of the time"
"1963","M","12th","Yes","6","2",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No","Yes","Yes","Rarely","Sometimes"
"1964","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"1965","F","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Never"
"1966","M","12th","Yes","5","30",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Never","Rarely"
"1967","M","12th","Yes","2","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Rarely"
"1968","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1969","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"1970","F","12th","Yes","6","10",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Never"
"1971","M","12th","Yes","5","12",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,NA,"No","No","No","I do not use the internet","Never"
"1972","F","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1973","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"1974","F","12th","No",NA,NA,"Yes","Yes","Yes","Yes","20","Last 7 Days",NA,NA,NA,"No","Yes","Yes","Yes","Rarely","Rarely"
"1975","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"1976","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"1977","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Most of the time"
"1978","M","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"1979","F","12th","Yes","3","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"1980","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"1981","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1982","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Sometimes"
"1983","M","9th","Yes","3","5",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Always","Rarely"
"1984","M","9th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"1985","F","9th","Yes","4","4",NA,NA,NA,"Yes","5","Last 7 Days",NA,NA,NA,"Yes","Yes","No",NA,"Sometimes","Sometimes"
"1986","M","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"1987","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"1988","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Not sure",NA,NA,"Yes","Rarely","Sometimes"
"1989","M","9th","Yes","1","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Rarely"
"1990","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"1991","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","I do not use the internet"
"1992","M","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Never","Rarely"
"1993","M","9th","Yes","6","25",NA,NA,NA,"Yes","1","Last Month",NA,NA,NA,"Yes","Yes","Yes","Yes","Never","Rarely"
"1994","F","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"1995","M","9th","Yes","6","5",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"Yes","Yes","Yes",NA,"Most of the time","Most of the time"
"1996","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"1997","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"1998","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"1999","F","9th","Yes","5","5",NA,NA,NA,"No",NA,NA,"No","No","No","No","No",NA,"Yes",NA,"I do not use the internet"
"2000","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2001","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"2002","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Sometimes"
"2003","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Always",NA
"2004","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","No",NA,NA,"No","Never","Never"
"2005","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2006","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2007","M","9th","Yes","4","0",NA,NA,NA,"Yes","2",NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Never","Never"
"2008","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2009","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"No","Always","Most of the time"
"2010","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","Sometimes","Rarely"
"2011","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"2012","M","10th","Yes","2","2",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure","No","Yes","Yes","Never","Never"
"2013","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Always","Most of the time"
"2014","M","10th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"2015","F","10th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","No","Yes","Never","Most of the time"
"2016","M","10th","Yes","2","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"No","Sometimes","Rarely"
"2017","M","10th","Yes","5","0",NA,NA,NA,"No",NA,NA,"Yes","Yes","No","Yes",NA,NA,"Yes","Never","Never"
"2018","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2019","M","10th","No",NA,NA,"Yes","No","Yes","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"2020","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Never"
"2021","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Sometimes"
"2022","M","10th","Yes","1","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No",NA,"Yes","Never","Never"
"2023","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"2024","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2025","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Rarely"
"2026","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2027","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"2028","F","10th","Yes","2","3",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Sometimes","Rarely"
"2029","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2030","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"2031","M","10th","Yes","6","15",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Most of the time","Always"
"2032","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2033","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"2034","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"2035","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Never"
"2036","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2037","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"2038","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2039","F","10th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","Yes","Yes","No","Rarely","Sometimes"
"2040","F","10th","Yes","4","5",NA,NA,NA,"Yes","4","Last 7 Days",NA,NA,NA,"No","No","Yes","Yes","Rarely","Never"
"2041","M","10th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","Yes","No","Yes",NA,NA,"Yes","Never","Sometimes"
"2042","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"2043","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"2044","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2045","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","I do not use the internet","I do not use the internet"
"2046","M","10th","Yes","4","0",NA,NA,NA,"Yes","1","Last Month",NA,NA,NA,"Yes","No","Yes","Yes","Sometimes","Sometimes"
"2047","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"2048","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"2049","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"2050","F","10th","Yes","3","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2051","M","10th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","Yes","Yes","Rarely","Rarely"
"2052","F","11th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2053","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2054","F","11th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2055","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"2056","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2057","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"2058","M","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"2059","F","11th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Never"
"2060","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2061","M","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"2062","F","11th","Yes","3","0",NA,NA,NA,"No",NA,NA,"Yes","Yes","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"2063","F","11th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","Yes","Yes","No",NA,"No","Rarely","Rarely"
"2064","M","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2065","F","11th",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"2066","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2067","M","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2068","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2069","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"2070","M","12th","Yes","4","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Rarely"
"2071","F","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"2072","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2073","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"2074","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"2075","M","12th","Yes","2","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Sometimes","Rarely"
"2076","F","12th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2077","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2078","M","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"2079","M","12th","Yes","1","0",NA,NA,NA,"Yes","1","Last Month",NA,NA,NA,"Yes","No","Yes","Yes","Sometimes","Rarely"
"2080","M","Unplaced","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"2081","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"2082","M","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"2083","F","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"2084","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2085","M","12th","Yes","5","3",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Never"
"2086","F","12th","Yes","5","25",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","Yes","Yes","Most of the time","Sometimes"
"2087","F","12th","Yes","1","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Rarely"
"2088","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"2089","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"2090","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"2091","M","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Never"
"2092","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"2093","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2094","F","10th","No",NA,NA,"No","No","No","Yes","0","Last Year",NA,NA,NA,"No",NA,NA,"Yes","Never","Never"
"2095","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Most of the time","Sometimes"
"2096","F","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2097","F","12th","Yes","1","0",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes",NA,NA,"Yes","Most of the time","Always"
"2098","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2099","F","12th","No",NA,NA,"No","No","No","Yes","2","Last Month",NA,NA,NA,"Yes","Yes","No","Yes","Most of the time","Sometimes"
"2100","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Never"
"2101","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"2102","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2103","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"2104","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"2105","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"2106","M","7th","Yes","2","15",NA,NA,NA,"No",NA,NA,"No","No","No","No","No","Yes","Yes","Rarely","Rarely"
"2107","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"No","Never","Rarely"
"2108","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2109","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"2110","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"2111","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"2112","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"2113","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"2114","M","7th","No",NA,NA,"Yes","No","Yes","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Always"
"2115","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"2116","F","7th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"Yes","Yes","Yes","Not sure","Yes","No","No","Never","Never"
"2117","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"2118","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Sometimes"
"2119","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"2120","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"2121","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
