"","Year","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Any_Tobacco_Craving","E_Cig_Promotions_Internet"
"15711",2016,"F","9th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Always"
"15712",2016,"F","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15713",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15714",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15715",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15716",2016,"M","9th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15717",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15718",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15719",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15720",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"15721",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15722",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15723",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15724",2016,"","6th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"15725",2016,"F","6th","","1","Today","","","","No","","","No","No","No","Rarely"
"15726",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15727",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15728",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15729",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15730",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15731",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15732",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15733",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15734",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15735",2016,"","","No","1","Today","No","No","No","","1","Today","","","No","Never"
"15736",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15737",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15738",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15739",2016,"F","6th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"15740",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15741",2016,"M","6th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"15742",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15743",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15744",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15745",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15746",2016,"M","7th","Yes","75","Today","No","No","No","Yes","3","Today","No","No","No","I do not use the internet"
"15747",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15748",2016,"M","7th","Yes","15","Today","No","No","No","No","1","Today","No","No","No",""
"15749",2016,"M","7th","No","1","Today","No","Yes","No","No","2","Today","Yes","No","No","I do not use the internet"
"15750",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","Yes","No","I do not use the internet"
"15751",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15752",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"15753",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15754",2016,"F","7th","Yes","15","Today","Yes","Yes","Yes","Yes","7","Last 6 Months","Yes","Yes","Yes","Rarely"
"15755",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15756",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15757",2016,"F","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","No","No","No",""
"15758",2016,"F","7th","Yes","15","5 Years Ago","No","Yes","Yes","No","1","Today","No","No","Yes","I do not use the internet"
"15759",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15760",2016,"F","8th","No","1","","No","","","No","1","Today","No","No","No","Sometimes"
"15761",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15762",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15763",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15764",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15765",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15766",2016,"F","7th","Yes","15","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"15767",2016,"F","7th","Yes","75","Today","","No","No","Yes","2","Today","No","No","Yes","Sometimes"
"15768",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15769",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15770",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15771",2016,"M","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Rarely"
"15772",2016,"M","7th","Yes","75","Today","Yes","Yes","No","No","1","Today","Yes","Yes","No",""
"15773",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15774",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15775",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15776",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15777",2016,"F","7th","Yes","15","Last Month","Yes","No","No","Yes","1","Today","Yes","Yes","No","Rarely"
"15778",2016,"M","7th","No","1","","","No","No","No","1","Today","Yes","No","No","Never"
"15779",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15780",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"15781",2016,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"15782",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15783",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15784",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15785",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No",""
"15786",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15787",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15788",2016,"F","7th","No","1","Today","","No","No","No","1","Today","No","No","No","Never"
"15789",2016,"M","7th","Yes","75","Today","Yes","No","No","Yes","2","Today","No","No","No","Rarely"
"15790",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15791",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15792",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15793",2016,"M","7th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","Rarely"
"15794",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15795",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15796",2016,"M","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","Yes","",""
"15797",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"15798",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15799",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15800",2016,"F","8th","No","1","Today","No","No","Yes","No","1","Today","No","Yes","No","I do not use the internet"
"15801",2016,"F","8th","Yes","15","Last 6 Months","Yes","No","Yes","Yes","5","Last Month","No","Yes","","Rarely"
"15802",2016,"M","8th","No","1","Today","No","No","No","Yes","2","Today","No","No","No",""
"15803",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15804",2016,"M","8th","No","1","","No","No","No","No","1","Today","Yes","No","",""
"15805",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Never"
"15806",2016,"M","7th","No","1","","No","No","No","No","2","Today","No","No","No","I do not use the internet"
"15807",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15808",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15809",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15810",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15811",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15812",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15813",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15814",2016,"M","8th","No","1","Today","Yes","Yes","Yes","Yes","2","Today","No","No","No","Rarely"
"15815",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15816",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15817",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15818",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15819",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15820",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15821",2016,"M","8th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","",""
"15822",2016,"M","8th","No","1","Today","No","No","No","Yes","3","Today","Yes","No","",""
"15823",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15824",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15825",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15826",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15827",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"15828",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15829",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15830",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15831",2016,"M","8th","Yes","","","Yes","Yes","Yes","Yes","2","Today","Yes","Yes","",""
"15832",2016,"M","8th","Yes","15","Today","Yes","Yes","Yes","Yes","2","Today","No","No","No","Rarely"
"15833",2016,"F","8th","Yes","15","Today","Yes","Yes","Yes","Yes","2","Today","Yes","No","",""
"15834",2016,"F","8th","","","","","","","Yes","4","Today","Yes","Yes","",""
"15835",2016,"F","8th","Yes","15","Today","","Yes","","Yes","2","Today","Yes","Yes","",""
"15836",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15837",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15838",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15839",2016,"F","8th","No","1","Today","Yes","No","No","No","2","Today","No","No","*","*"
"15840",2016,"F","8th","No","1","Today","","No","No","No","1","Today","No","No","No","Sometimes"
"15841",2016,"F","8th","Yes","75","Last 7 Days","Yes","Yes","No","Yes","1","Today","Yes","Yes","",""
"15842",2016,"F","8th","No","1","Today","No","No","No","Yes","2","Today","Yes","Yes","Yes","Most of the time"
"15843",2016,"M","8th","Yes","","","Yes","No","No","Yes","2","Today","Yes","No","",""
"15844",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15845",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15846",2016,"F","7th","No","1","","No","No","No","No","1","Today","No","No","No",""
"15847",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15848",2016,"M","8th","","","","","","","No","","","No","","",""
"15849",2016,"M","8th","No","35","Last 7 Days","No","No","","No","4","Last Month","","No","Yes","Never"
"15850",2016,"M","8th","No","1","Today","","No","No","No","1","Today","No","No","No","Most of the time"
"15851",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Never"
"15852",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"15853",2016,"F","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","No","No","Rarely"
"15854",2016,"M","8th","","","","","","","No","1","Today","No","No","",""
"15855",2016,"M","*","","","","","","","Yes","8","5 Years Ago","Yes","Yes","",""
"15856",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15857",2016,"M","7th","No","","Today","No","No","No","No","1","Today","No","No","",""
"15858",2016,"*","*","","","","","","","*","*","5 Years Ago","*","*","",""
"15859",2016,"F","7th","No","1","Today","","No","No","No","1","Today","No","No","No","Most of the time"
"15860",2016,"F","8th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","Rarely"
"15861",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15862",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15863",2016,"M","8th","Yes","75","Last 7 Days","","No","No","Yes","2","Today","Yes","No","Yes","I do not use the internet"
"15864",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","",""
"15865",2016,"","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15866",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15867",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15868",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15869",2016,"F","6th","No","1","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"15870",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15871",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15872",2016,"M","6th","Yes","75","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"15873",2016,"M","6th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"15874",2016,"M","6th","Yes","75","Today","Yes","No","No","Yes","2","Today","Yes","No","No","Rarely"
"15875",2016,"","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"15876",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15877",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15878",2016,"M","6th","No","1","Today","Yes","Yes","No","No","1","Today","No","Yes","No","Most of the time"
"15879",2016,"F","6th","No","1","","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15880",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15881",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15882",2016,"F","7th","Yes","15","Today","Yes","No","Yes","No","1","Today","Yes","No","No","Sometimes"
"15883",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15884",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15885",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"15886",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15887",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15888",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15889",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15890",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15891",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15892",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15893",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15894",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15895",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15896",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15897",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15898",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15899",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No",""
"15900",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15901",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15902",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15903",2016,"M","8th","Yes","35","Today","No","No","No","Yes","4","Today","No","No","Yes",""
"15904",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15905",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15906",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15907",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15908",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15909",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15910",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15911",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15912",2016,"M","8th","Yes","1","Today","","No","No","Yes","3","Today","Yes","No","Yes","I do not use the internet"
"15913",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15914",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15915",2016,"M","8th","Yes","1","Today","No","No","No","No","2","Today","Yes","No","No","I do not use the internet"
"15916",2016,"M","8th","No","1","Today","Yes","Yes","No","No","1","Today","No","Yes","No","Sometimes"
"15917",2016,"F","8th","Yes","75","Today","No","No","No","Yes","2","Today","No","No","No","Rarely"
"15918",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15919",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15920",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15921",2016,"F","8th","Yes","15","","*","Yes","Yes","Yes","2","Today","No","Yes","No",""
"15922",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15923",2016,"F","6th","No","1","","No","No","No","No","1","Today","No","No","No","Sometimes"
"15924",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15925",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15926",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15927",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15928",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15929",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15930",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15931",2016,"F","6th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"15932",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15933",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"15934",2016,"M","6th","No","1","Today","No","No","No","Yes","1","Today","Yes","No","No","Sometimes"
"15935",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15936",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15937",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15938",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15939",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","Yes","No","No",""
"15940",2016,"M","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15941",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15942",2016,"F","6th","No","1","Today","Yes","","No","No","1","Today","No","No","No","Sometimes"
"15943",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","","Sometimes"
"15944",2016,"F","6th","No","1","Today","No","No","No","Yes","2","Today","Yes","Yes","No","Most of the time"
"15945",2016,"F","6th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15946",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15947",2016,"M","7th","No","1","Today","No","No","No","Yes","1","Today","Yes","No","No","I do not use the internet"
"15948",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15949",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15950",2016,"M","7th","Yes","15","Today","Yes","No","Yes","Yes","2","Today","Yes","No","No","Rarely"
"15951",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15952",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15953",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15954",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"15955",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15956",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15957",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15958",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15959",2016,"M","7th","Yes","75","Today","Yes","No","No","Yes","1","Today","Yes","No","","Most of the time"
"15960",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15961",2016,"M","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15962",2016,"M","7th","No","1","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Sometimes"
"15963",2016,"M","7th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","I do not use the internet"
"15964",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","","No","No","Never"
"15965",2016,"F","7th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Sometimes"
"15966",2016,"F","7th","Yes","75","Today","Yes","Yes","Yes","No","2","Today","Yes","No","Yes","Most of the time"
"15967",2016,"F","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15968",2016,"","7th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15969",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15970",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15971",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15972",2016,"M","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Sometimes"
"15973",2016,"M","8th","Yes","75","Today","No","No","No","Yes","2","Today","No","No","No","I do not use the internet"
"15974",2016,"M","8th","Yes","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15975",2016,"F","8th","No","1","Today","No","No","No","Yes","1","Today","Yes","No","No","Always"
"15976",2016,"F","8th","Yes","15","Today","Yes","Yes","Yes","Yes","4","Today","Yes","Yes","Yes","Rarely"
"15977",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"15978",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15979",2016,"F","8th","No","1","Today","No","No","No","Yes","2","Today","Yes","No","No","Most of the time"
"15980",2016,"F","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","I do not use the internet"
"15981",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15982",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15983",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"15984",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Sometimes"
"15985",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15986",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15987",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Never"
"15988",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"15989",2016,"M","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","I do not use the internet"
"15990",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","No","No","No","Most of the time"
"15991",2016,"F","8th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No",""
"15992",2016,"F","8th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Rarely"
"15993",2016,"F","8th","Yes","75","Today","Yes","No","Yes","No","1","Today","Yes","No","No","Sometimes"
"15994",2016,"F","8th","Yes","15","Today","Yes","Yes","Yes","Yes","3","Today","Yes","Yes","Yes","Sometimes"
"15995",2016,"F","8th","Yes","75","Today","Yes","Yes","Yes","No","1","Today","Yes","No","No","Rarely"
"15996",2016,"F","8th","No","1","Today","No","No","No","No","1","Today","Yes","No","No","Rarely"
"15997",2016,"M","10th","Yes","15","Today","Yes","No","No","Yes","2","Today","Yes","No","No","Most of the time"
"15998",2016,"M","10th","No","1","Today","","No","No","No","1","Today","No","No","No","Most of the time"
"15999",2016,"M","10th","No","1","Today","Yes","No","No","No","1","Today","Yes","No","No","Never"
"16000",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"16001",2016,"M","10th","No","1","Today","Yes","No","No","No","1","Today","No","No","No","Most of the time"
"16002",2016,"M","10th","No","1","Today","No","Yes","No","No","1","Today","No","No","No","Sometimes"
"16003",2016,"M","10th","Yes","100","Last Month","Yes","Yes","Yes","Yes","8","5 Years Ago","Yes","Yes","Yes","Sometimes"
"16004",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"16005",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"16006",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Rarely"
"16007",2016,"M","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Sometimes"
"16008",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
"16009",2016,"M","10th","Yes","15","Today","Yes","No","No","Yes","4","Today","Yes","No","No","Never"
"16010",2016,"F","10th","No","1","Today","No","No","No","No","1","Today","No","No","No","Always"
